,Unnamed: 0_x,tweet_id,timestamp,text,full_text,hashtags,urls,source,Author,is_duplicated,twitter_username,Unnamed: 0_y,Name,Party,Start Date,End Date,Wikidata_ID,gender,birthday,twitter_numeric_user_id,subscriber_count,start_date,point_in_time,period,Location,Age,Seniority,Image_URL,Political_Party,normalized_party,Ideology,Ideology_Group,immigration
18,108330,1312073760728666112,2020-10-02 14:55:36,"@heuswaar Och jee. Ik herinner me nog een totaal mislukte, hoe zal ik het noemen, “energietransitie burgerinspraak… https://t.co/9RSE6Mpq81","@heuswaar Och jee. Ik herinner me nog een totaal mislukte, hoe zal ik het noemen, “energietransitie burgerinspraak brainstorm challenge”. En dat het totaal mislukte lag niet aan de inwoners.",[],['https://twitter.com/i/web/status/1312073760728666112'],twinl,FemkeMerel,False,FemkeMerel,229,Femke Merel van Kooten-Arissen,Partij voor de Dieren,23 maart 2017,16 juli 2019,Q122841334,female,+1983-11-09T00:00:00Z,FemkeMerel,7162.0,+2012-05-01T00:00:00Z,+2020-04-25T00:00:00Z,2017_2021,,,,,Partij voor de Dieren,Partij voor de Dieren,-2,Left,no
19,288531,1340700772305145862,2020-12-20 15:49:07,"Met Paul Frentrop schreef ik een boek over de kernpunten van #FVD:

✅ De feiten over immigratie, klimaatbeleid en E… https://t.co/SmCfqGymfB","Met Paul Frentrop schreef ik een boek over de kernpunten van #FVD:

✅ De feiten over immigratie, klimaatbeleid en EU;
✅ Pleidooi voor soevereiniteit, belastingverlaging, directe democratie en traditionele architectuur.

LEES EN OORDEEL ZELF! Bestel via: https://t.co/uRQUAE4mky https://t.co/M6GKyV6aIU",['FVD'],['https://twitter.com/i/web/status/1340700772305145862'],twinl,thierrybaudet,False,thierrybaudet,251,Thierry Baudet,Forum voor Democratie,23 maart 2017,31 maart 2021,Q122841334,male,+1983-01-28T00:00:00Z,thierrybaudet,218539.0,+2011-09-04T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,,Forum voor Democratie,Forum voor Democratie,3,Right,yes
20,234217,1498348581916454915,2022-02-28 16:25:14,"""keihard kiezen""",,[],[],twinl,danielvanderree,False,danielvanderree,127,Daniël van der Ree,,VVD,7 september 2016,Q122841334,male,+1972-01-08T00:00:00Z,danielvanderree,3911.0,+2009-03-12T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,,VVD,VVD,3,Right,no
21,510869,1319612180061368320,2020-10-23 12:10:35,"Staakt-het-vuren in #Libië is, als echt geïmplementeerd, ook belangrijk nieuws voor Nederland in het tegengaan van terrorisme en illegale migratie. Maar uitwerking details, en uitvoering, zijn altijd de grootste uitdaging. https://t.co/ytHz1RHcUi","Staakt-het-vuren in #Libië is, als echt geïmplementeerd, ook belangrijk nieuws voor Nederland in het tegengaan van terrorisme en illegale migratie. Maar uitwerking details, en uitvoering, zijn altijd de grootste uitdaging. https://t.co/ytHz1RHcUi",['Libië'],['https://www.bbc.co.uk/news/world-africa-54660039'],dnpp,SvenKoopmansVVD,False,SvenKoopmansVVD,21,Sven Koopmans,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1973-06-20T00:00:00Z,SvenKoopmansVVD,3686.0,+2016-11-14T00:00:00Z,+2020-04-27T00:00:00Z,2017_2021,,,,,VVD,VVD,3,Right,yes
22,90424,1665245206801727490,2023-06-04 06:32:50,"Beginselprogram SP nieuw. Wat een geluk, we mogen in NAVO blijven. Migratie? De arbeidsmigranten krijgen de schuld. Maar vrij verkeer EU- werknemers. Asielmigratie ….?

SP-leider Marijnissen: migratieprobleem vooral veroorzaakt door werkgevers https://t.co/Lj67yGKCuq",,[],['https://nos.nl/l/2477602'],twinl,djeppink,False,djeppink,48,Derk Jan Eppink,JA21[ac],31 maart 2021,5 december 2023,Q122841334,male,+1958-11-07T00:00:00Z,djeppink,21280.0,+2010-09-16T00:00:00Z,+2020-04-19T00:00:00Z,2021_2023,,,,,JA21[ac],JA21,3,Right,yes
23,18105,1505988456920584199,2022-03-21 18:23:22,@matthijsj @SybrenKooistra Je bedoelt al die vluchtelingen uit Syrie? De mensen die voor ons in Afghanistan gewerkt hebben?,,[],[],twinl,suzanne_GL,False,suzanne_GL,181,Suzanne Kröger,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1976-06-06T00:00:00Z,suzanne_GL,,+2011-03-13T00:00:00Z,+2020-12-29T00:00:00Z,2017_2021,,,,,GroenLinks,GroenLinks,-3,Left,yes
24,849537,1460150511445938181,2021-11-15 06:39:44,@kimgrimpe AMRO-man uit eerste alinea heet le Bièvre. In de financiële wereld werd toen gegnuifd dat hij la lièvre was geworden.,,[],[],twinl,TonElias,False,TonElias,44,Ton Elias,,VVD,20 september 2012,Q122841334,male,+1955-03-14T00:00:00Z,TonElias,19331.0,+2010-04-15T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,,VVD,VVD,3,Right,no
25,653691,1671541449899364352,2023-06-21 15:31:52,"Op basis van een tendentieus broddelonderzoekje van @nosop3 haast @MinOCW @RHDijkgraaf zich om zijn diepe wantrouwen uit te spreken naar zijn ambtenaren bij @Duostudent wegens institutioneel racisme, ondanks dat de organisatie dat met klem ontkent. Sterker nog, hij ziet nu al… https://t.co/hVozMDxg9T",,[],['https://twitter.com/rhdijkgraaf/status/1671398817734836224'],twinl,harmbeertema,False,harmbeertema,8,Harm Beertema,,PVV,20 september 2012,Q122841334,male,+1952-03-09T00:00:00Z,harmbeertema,11490.0,+2010-05-16T00:00:00Z,+2020-04-20T00:00:00Z,2012_2017,,,,,PVV,PVV,3,Right,no
26,881370,1224723924266692609,2020-02-04 15:58:32,"Met @jpaternotte vorig jaar inburgeringsplicht voor Turkse nieuwkomers voorgesteld. Vandaag kondigt minister @wkoolmees aan dit te gaan doen. Voor nieuwkomers én Nederlandse samenleving is betere integratie nodig, zodat ze mee kunnen doen vanaf dag één. 
https://t.co/oRTD5lj8PF","Met @jpaternotte vorig jaar inburgeringsplicht voor Turkse nieuwkomers voorgesteld. Vandaag kondigt minister @wkoolmees aan dit te gaan doen. Voor nieuwkomers én Nederlandse samenleving is betere integratie nodig, zodat ze mee kunnen doen vanaf dag één. 
https://t.co/oRTD5lj8PF",[],['https://nos.nl/l/2321602'],dnpp,PieterHeerma,False,PieterHeerma,62,Pieter Heerma,,CDA,20 september 2012,Q122841334,male,+1977-08-05T00:00:00Z,PieterHeerma,6945.0,+2012-06-17T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,,CDA,CDA,0,Center,yes
27,610902,1504135000169537548,2022-03-16 16:38:24,"Vanmiddag sprak ik met Oekraïense vluchtelingen in @Gem_OIJ. Vaders en moeders met baby’s, ouderen en jongeren. De verhalen over de oorlog maakt diepe indruk. Maar ook de veerkracht om te werken en naar school te gaan. De warmte van de gastgezinnen. Word je stil van… https://t.co/wl7Nw5ShbY","Vanmiddag sprak ik met Oekraïense vluchtelingen in @Gem_OIJ. Vaders en moeders met baby’s, ouderen en jongeren. De verhalen over de oorlog maakt diepe indruk. Maar ook de veerkracht om te werken en naar school te gaan. De warmte van de gastgezinnen. Word je stil van… https://t.co/wl7Nw5ShbY",[],[],dnpp,Pilotwin,False,Pilotwin,34,Otwin van Dijk,,PvdA,20 september 2012,Q122841334,male,+1975-04-22T00:00:00Z,Pilotwin,10910.0,+2009-10-24T00:00:00Z,+2020-04-26T00:00:00Z,2012_2017,,,,,PvdA,PvdA,-1,Center,yes
28,837317,1659856688852221955,2023-05-20 09:40:47,"@GKleinpaste Hoe weet je of hun exegese van de wil van Allah en Mohammed juist is of niet? Als niet-moslim heb ik geen idee.

Als mens kan ik wel oordelen en vind ik dit totaal barbaars.",,[],[],twinl,gertjansegers,False,gertjansegers,141,Gert-Jan Segers,,CU,20 september 2012,Q122841334,male,+1969-07-09T00:00:00Z,gertjansegers,48699.0,+2010-03-02T00:00:00Z,+2020-04-14T00:00:00Z,2012_2017,,,,,CU,CU,0,Center,no
29,307772,1457806672546701312,2021-11-08 19:26:10,"Ze waren vóór de massale immigratie (waardoor de lonen kunstmatig laag bleven en de huizen onbetaalbaar werden), vó… https://t.co/lZmmj3J62T","Ze waren vóór de massale immigratie (waardoor de lonen kunstmatig laag bleven en de huizen onbetaalbaar werden), vóór de EU en de euro (waardoor de pensioenen verdampen) en vóór de klimaatgekte (waardoor de economie ineenstort). Opzeggen kan hier: https://t.co/xyFJNOi9B4",[],['https://twitter.com/i/web/status/1457806672546701312'],twinl,thierrybaudet,False,thierrybaudet,251,Thierry Baudet,Forum voor Democratie,23 maart 2017,31 maart 2021,Q122841334,male,+1983-01-28T00:00:00Z,thierrybaudet,218539.0,+2011-09-04T00:00:00Z,+2020-04-24T00:00:00Z,2017_2021,,,,,Forum voor Democratie,Forum voor Democratie,3,Right,yes
30,518196,1446047153739255809,2021-10-07 07:38:02,Waarom wonen zo duur is? Jesse Frederik heeft een goed punt. Er zijn te weinig woningen. Ik roep al langer op dat w… https://t.co/qYdWcAcmuk,"Waarom wonen zo duur is? Jesse Frederik heeft een goed punt. Er zijn te weinig woningen. Ik roep al langer op dat we moeten bouwen, bouwen, bouwen. https://t.co/R1WSl8R325",[],['https://twitter.com/i/web/status/1446047153739255809'],twinl,danielkoerhuis,False,danielkoerhuis,20,Daniel Koerhuis,VVD,23 maart 2017,31 maart 2021,Q122841334,male,+1981-07-26T00:00:00Z,danielkoerhuis,,+2010-02-19T00:00:00Z,+2021-03-23T00:00:00Z,2017_2021,,,,,VVD,VVD,3,Right,no
31,815960,1487397202075045895,2022-01-29 12:08:22,"Dit is de #klimaatcrisis blootgelegd!

🔥Hoe kort geleden was het warmste jaar ooit gemeten op diverse plekken in de wereld?

❄️Hoe lang gelden was het koudste jaar ooit gemeten?

🌍 Stem @groenlinks op 14, 15 &amp; 16 maart in uw gemeente!

#KlimaatActieNu https://t.co/TwE5YmQPbM","Dit is de #klimaatcrisis blootgelegd!

🔥Hoe kort geleden was het warmste jaar ooit gemeten op diverse plekken in de wereld?

❄️Hoe lang gelden was het koudste jaar ooit gemeten?

🌍 Stem @groenlinks op 14, 15 &amp; 16 maart in uw gemeente!

#KlimaatActieNu https://t.co/TwE5YmQPbM","['klimaatcrisis', 'KlimaatActieNu']",[],dnpp,TomvanderLee,False,TomvanderLee,182,Tom van der Lee,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,male,+1964-07-09T00:00:00Z,TomvanderLee,,+2009-06-29T00:00:00Z,+2020-12-27T00:00:00Z,2017_2021,,,,,GroenLinks,GroenLinks,-3,Left,no
32,723194,1480313710174478345,2022-01-09 22:01:06,Met aanleg van Stadsforum &amp; herontwikkeling van Koningsplein maakt binnenstad Tilburg een historische verandering d… https://t.co/34uRdq5SRS,"Met aanleg van Stadsforum &amp; herontwikkeling van Koningsplein maakt binnenstad Tilburg een historische verandering door. 
Op naar een groen en open Koningsplein en Stadsforum. Waar het goed toeven is &amp; je je kan laten onderdompelen in kunst &amp; cultuur. https://t.co/loHnnqkFK0",[],['https://twitter.com/i/web/status/1480313710174478345'],twinl,a_lahlah,False,a_lahlah,80,Esmah Lahlah,GroenLinks-PvdA,,,Q112673050,female,+1979-10-13T00:00:00Z,a_lahlah,,,,2024,Tilburg,44 jaar,77 dagen,https://files.tweedekamer.nl/sites/default/files/styles/thumbnail/public/tk_external_data_ggm_sync/photos/71c301a1-74a2-433b-9810-c1f15bf86736_1291.jpg?itok=KhWU_hmC,GroenLinks-PvdA,GroenLinks-PvdA,-2,Left,no
33,766719,1469239811089309696,2021-12-10 09:37:22,"Dertig portretten van Feyenoord-supporters: ‘Vuilnisman of minister, in de Kuip is iedereen gelijk’ https://t.co/rHs7V9MU91","Dertig portretten van Feyenoord-supporters: ‘Vuilnisman of minister, in de Kuip is iedereen gelijk’ https://t.co/rHs7V9MU91",[],['https://www.pzc.nl/rotterdam/dertig-portretten-van-feyenoord-supporters-vuilnisman-of-minister-in-de-kuip-is-iedereen-gelijk~a3f284c5/?utm_source=twitter&utm_medium=social&utm_campaign=socialsharing_web'],dnpp,CvNieuwenhuizen,False,CvNieuwenhuizen,111,Cora van Nieuwenhuizen,,VVD,20 september 2012,Q122841334,female,+1963-06-12T00:00:00Z,CvNieuwenhuizen,18446.0,+2009-11-23T00:00:00Z,+2020-06-16T00:00:00Z,2012_2017,,,,,VVD,VVD,3,Right,no
34,476136,1463489278307151883,2021-11-24 11:46:48,"Nu debat begroting Asiel over het tekort aan plekken, falende terugkeer en een onrechtvaardig kinderpardon. En coll… https://t.co/vz0WZcQ1Md","Nu debat begroting Asiel over het tekort aan plekken, falende terugkeer en een onrechtvaardig kinderpardon. En collega Michiel van Nispen over Justitie. Volg via @NPOpolitiek https://t.co/dw6xHSpeRV",[],['https://twitter.com/i/web/status/1463489278307151883'],twinl,JaspervanDijkSP,False,JaspervanDijkSP,33,Jasper van Dijk,,SP,20 september 2012,Q122841334,male,+1971-04-20T00:00:00Z,JaspervanDijkSP,12236.0,+2012-03-07T00:00:00Z,+2020-05-02T00:00:00Z,2012_2017,,,,,SP,SP,-2,Left,yes
35,160493,1457732292437229574,2021-11-08 14:30:36,"Het vragenformulier is altijd feestelijk. 

Amsterdam voert opkoopbescherming in voor huizen. De VVD vraagt: waarom… https://t.co/126T9uq1DO","Het vragenformulier is altijd feestelijk. 

Amsterdam voert opkoopbescherming in voor huizen. De VVD vraagt: waarom niet een paar wijken? Opkoopbescherming is alleen voor wijken met een schaarste van goedkope en middeldure woningen
Mijn vraag: welke wijk heeft geen schaarste dan? https://t.co/fHiYMDVktK",[],['https://twitter.com/i/web/status/1457732292437229574'],twinl,PieterOmtzigt,False,PieterOmtzigt,116,Pieter Omtzigt,,CDA,20 september 2012,Q122841334,male,+1974-01-08T00:00:00Z,PieterOmtzigt,56426.0,+2009-01-20T00:00:00Z,+2018-05-10T00:00:00Z,2012_2017,,,,,CDA,CDA,0,Center,no
36,130835,1531382882253647874,2022-05-30 19:11:45,Daarom heeft @SP026 samen met de ChristenUnie in #Arnhem een voorstel gedaan om ook studenten te compenseren voor d… https://t.co/zkaGGFLWgZ,"Daarom heeft @SP026 samen met de ChristenUnie in #Arnhem een voorstel gedaan om ook studenten te compenseren voor de gestegen energierekening. Die worden nu overal buitengelaten, alsof hun energierekening niet bestaat… Nu hopen dat @arnhemraad het aanneemt!",['Arnhem'],['https://twitter.com/i/web/status/1531382882253647874'],twinl,sarahdobbe,False,sarahdobbe,35,Sarah Dobbe,SP,,,Q39169000,female,+1979-04-05T00:00:00Z,sarahdobbe,754.0,+2011-03-10T00:00:00Z,+2020-04-23T00:00:00Z,2024,Arnhem,44 jaar,70 dagen,,SP,SP,-2,Left,no
37,23838,1342419762769502209,2020-12-25 09:39:47,"A tale of two kerststollen: links zelf gebakken door de buurman, rechts zuid-limburgse heerlijkheid. 🎄 https://t.co/4Ohccy5kr9",,[],[],twinl,suzanne_GL,False,suzanne_GL,181,Suzanne Kröger,GroenLinks,23 maart 2017,31 maart 2021,Q122841334,female,+1976-06-06T00:00:00Z,suzanne_GL,,+2011-03-13T00:00:00Z,+2020-12-29T00:00:00Z,2017_2021,,,,,GroenLinks,GroenLinks,-3,Left,no
